model,split,row_type,group,n_groups,sinkhorn_de,centered_sinkhorn_de,variance_log_mae_de
CRISP,split,group,T regulatory cells_Colforsin,1,6.611742973327637,0.7467500567436218,0.029526354745030403
CRISP,split,group,T regulatory cells_Crizotinib,1,6.839189529418945,1.2436256408691406,0.04390614107251167
CRISP,split,group,T regulatory cells_Dabrafenib,1,83.5775375366211,80.82603454589844,1.0278488397598267
CRISP,split,group,T regulatory cells_Dactolisib,1,10.199853897094727,2.4657530784606934,0.06373859196901321
CRISP,split,group,T regulatory cells_Dasatinib,1,7.091819763183594,0.7501434087753296,0.029406284913420677
CRISP,split,group,T regulatory cells_Decitabine,1,12.50704288482666,1.5229437351226807,0.058351751416921616
CRISP,split,group,T regulatory cells_Defactinib,1,7.610836505889893,1.1030982732772827,0.04289620369672775
CRISP,split,group,T regulatory cells_Desloratadine,1,6.724936485290527,2.4191858768463135,0.06481453776359558
CRISP,split,group,T regulatory cells_Disulfiram,1,3.3918464183807373,0.3186239004135132,0.012722822837531567
CRISP,split,group,T regulatory cells_Dovitinib,1,5.141436576843262,1.2848678827285767,0.04466810077428818
CRISP,split,group,T regulatory cells_Doxorubicin,1,8.516213417053223,2.8722546100616455,0.07887037098407745
CRISP,split,group,T regulatory cells_FK866,1,5.224235534667969,0.5385452508926392,0.021432366222143173
CRISP,split,group,T regulatory cells_Flutamide,1,7.281136512756348,1.0991253852844238,0.04257305711507797
CRISP,split,group,T regulatory cells_Foretinib,1,4.380614757537842,0.42055827379226685,0.016821816563606262
CRISP,split,group,T regulatory cells_GLPG0634,1,10.81230354309082,1.9392979145050049,0.07130366563796997
CRISP,split,group,T regulatory cells_GO6976,1,14.986785888671875,1.5919435024261475,0.060334209352731705
CRISP,split,group,T regulatory cells_GSK1070916,1,4.86942195892334,1.7059404850006104,0.05617426335811615
CRISP,split,group,T regulatory cells_GSK256066,1,3.4197440147399902,0.3396793305873871,0.01366394478827715
CRISP,split,group,T regulatory cells_GW843682X,1,3.6877963542938232,0.5967233777046204,0.023304685950279236
CRISP,split,group,T regulatory cells_HMN214,1,3.5335471630096436,0.5438945293426514,0.022841062396764755
CRISP,split,group,T regulatory cells_HYDROXYUREA,1,3.2157397270202637,0.7482978701591492,0.028111988678574562
CRISP,split,group,T regulatory cells_IBET151,1,7.408543586730957,1.4428584575653076,0.04546023905277252
CRISP,split,group,T regulatory cells_IKKInhibitorVII,1,11.579227447509766,1.1684210300445557,0.04508502781391144
CRISP,split,group,T regulatory cells_IMD0354,1,6.123739242553711,1.1693196296691895,0.03878934308886528
CRISP,split,group,T regulatory cells_IN1451,1,143.87509155273438,96.61642456054688,0.7949716448783875
