setting,direction_acc,drug,dose,cell_type,pbmc_cell_type,batch_original,n_cells,n_de_genes,method
Unseen drugs,0.36363636363636365,Foretinib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2),219,44,DiffCRISP
Unseen drugs,0.5277777777777778,Idelalisib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2),219,36,DiffCRISP
Unseen drugs,0.37142857142857144,Linagliptin,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2),219,35,DiffCRISP
Unseen drugs,0.575,Palbociclib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2),219,40,DiffCRISP
Unseen drugs,0.75,Penfluridol,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2),219,32,DiffCRISP
Unseen drugs,0.6585365853658537,PorcnInhibitorIII,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2),219,41,DiffCRISP
Unseen drugs,0.5806451612903226,R428,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2),219,31,DiffCRISP
Unseen drugs,0.48717948717948717,CHIR99021,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,39,DiffCRISP
Unseen drugs,0.29545454545454547,Crizotinib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,44,DiffCRISP
Unseen drugs,0.4318181818181818,Foretinib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,44,DiffCRISP
Unseen drugs,0.4166666666666667,Idelalisib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,36,DiffCRISP
Unseen drugs,0.42857142857142855,Linagliptin,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,35,DiffCRISP
Unseen drugs,0.475,Palbociclib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,40,DiffCRISP
Unseen drugs,0.5625,Penfluridol,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,32,DiffCRISP
Unseen drugs,0.6585365853658537,PorcnInhibitorIII,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,41,DiffCRISP
Unseen drugs,0.3225806451612903,R428,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) A,166,31,DiffCRISP
Unseen drugs,0.5384615384615384,CHIR99021,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,39,DiffCRISP
Unseen drugs,0.38636363636363635,Crizotinib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,44,DiffCRISP
Unseen drugs,0.4772727272727273,Foretinib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,44,DiffCRISP
Unseen drugs,0.5833333333333334,Idelalisib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,36,DiffCRISP
Unseen drugs,0.4,Linagliptin,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,35,DiffCRISP
Unseen drugs,0.7,Palbociclib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,40,DiffCRISP
Unseen drugs,0.78125,Penfluridol,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,32,DiffCRISP
Unseen drugs,0.7073170731707317,PorcnInhibitorIII,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,41,DiffCRISP
Unseen drugs,0.5806451612903226,R428,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v2) B,263,31,DiffCRISP
Unseen drugs,0.5128205128205128,CHIR99021,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,39,DiffCRISP
Unseen drugs,0.38636363636363635,Crizotinib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,44,DiffCRISP
Unseen drugs,0.45454545454545453,Foretinib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,44,DiffCRISP
Unseen drugs,0.6111111111111112,Idelalisib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,36,DiffCRISP
Unseen drugs,0.37142857142857144,Linagliptin,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,35,DiffCRISP
Unseen drugs,0.7,Palbociclib,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,40,DiffCRISP
Unseen drugs,0.6875,Penfluridol,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,32,DiffCRISP
Unseen drugs,0.7560975609756098,PorcnInhibitorIII,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,41,DiffCRISP
Unseen drugs,0.4838709677419355,R428,0.07092198581560284,NK cells,Natural killer cell,10x Chromium (v3),194,31,DiffCRISP
Unseen drugs,0.5897435897435898,CHIR99021,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,39,DiffCRISP
Unseen drugs,0.4090909090909091,Crizotinib,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,44,DiffCRISP
Unseen drugs,0.38636363636363635,Foretinib,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,44,DiffCRISP
Unseen drugs,0.5555555555555556,Idelalisib,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,36,DiffCRISP
Unseen drugs,0.2857142857142857,Linagliptin,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,35,DiffCRISP
Unseen drugs,0.525,Palbociclib,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,40,DiffCRISP
Unseen drugs,0.65625,Penfluridol,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,32,DiffCRISP
Unseen drugs,0.6585365853658537,PorcnInhibitorIII,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,41,DiffCRISP
Unseen drugs,0.5806451612903226,R428,0.07092198581560284,NK cells,Natural killer cell,CEL-Seq2,42,31,DiffCRISP
Unseen drugs,0.5128205128205128,CHIR99021,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,39,DiffCRISP
Unseen drugs,0.3181818181818182,Crizotinib,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,44,DiffCRISP
Unseen drugs,0.5454545454545454,Foretinib,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,44,DiffCRISP
Unseen drugs,0.6388888888888888,Idelalisib,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,36,DiffCRISP
Unseen drugs,0.37142857142857144,Linagliptin,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,35,DiffCRISP
Unseen drugs,0.65,Palbociclib,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,40,DiffCRISP
Unseen drugs,0.71875,Penfluridol,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,32,DiffCRISP
Unseen drugs,0.6097560975609756,PorcnInhibitorIII,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,41,DiffCRISP
Unseen drugs,0.6129032258064516,R428,0.07092198581560284,NK cells,Natural killer cell,Drop-seq,484,31,DiffCRISP
Unseen drugs,0.5641025641025641,CHIR99021,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,39,DiffCRISP
Unseen drugs,0.4090909090909091,Crizotinib,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,44,DiffCRISP
Unseen drugs,0.45454545454545453,Foretinib,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,44,DiffCRISP
Unseen drugs,0.5555555555555556,Idelalisib,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,36,DiffCRISP
Unseen drugs,0.2571428571428571,Linagliptin,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,35,DiffCRISP
Unseen drugs,0.6,Palbociclib,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,40,DiffCRISP
Unseen drugs,0.5625,Penfluridol,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,32,DiffCRISP
Unseen drugs,0.6829268292682927,PorcnInhibitorIII,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,41,DiffCRISP
Unseen drugs,0.5161290322580645,R428,0.07092198581560284,NK cells,Natural killer cell,Smart-seq2,50,31,DiffCRISP
Unseen drugs,0.38461538461538464,CHIR99021,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,39,DiffCRISP
Unseen drugs,0.25,Crizotinib,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,44,DiffCRISP
Unseen drugs,0.29545454545454547,Foretinib,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,44,DiffCRISP
Unseen drugs,0.2777777777777778,Idelalisib,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,36,DiffCRISP
Unseen drugs,0.22857142857142856,Linagliptin,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,35,DiffCRISP
Unseen drugs,0.275,Palbociclib,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,40,DiffCRISP
Unseen drugs,0.40625,Penfluridol,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,32,DiffCRISP
Unseen drugs,0.34146341463414637,PorcnInhibitorIII,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,41,DiffCRISP
Unseen drugs,0.5161290322580645,R428,0.07092198581560284,NK cells,Natural killer cell,inDrops,147,31,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,50,DiffCRISP
Unseen drugs,0.02040816326530612,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,49,DiffCRISP
Unseen drugs,0.04081632653061224,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,49,DiffCRISP
Unseen drugs,0.35555555555555557,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,45,DiffCRISP
Unseen drugs,0.5106382978723404,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,47,DiffCRISP
Unseen drugs,0.9148936170212766,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,47,DiffCRISP
Unseen drugs,0.6458333333333334,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,48,DiffCRISP
Unseen drugs,0.6206896551724138,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,29,DiffCRISP
Unseen drugs,0.66,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,50,DiffCRISP
Unseen drugs,0.35714285714285715,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2),963,42,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,50,DiffCRISP
Unseen drugs,0.04081632653061224,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,49,DiffCRISP
Unseen drugs,0.061224489795918366,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,49,DiffCRISP
Unseen drugs,0.4888888888888889,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,45,DiffCRISP
Unseen drugs,0.5319148936170213,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,47,DiffCRISP
Unseen drugs,0.9148936170212766,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,47,DiffCRISP
Unseen drugs,0.5625,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,48,DiffCRISP
Unseen drugs,0.5517241379310345,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,29,DiffCRISP
Unseen drugs,0.6,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,50,DiffCRISP
Unseen drugs,0.30952380952380953,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) A,550,42,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,50,DiffCRISP
Unseen drugs,0.04081632653061224,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,49,DiffCRISP
Unseen drugs,0.061224489795918366,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,49,DiffCRISP
Unseen drugs,0.4666666666666667,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,45,DiffCRISP
Unseen drugs,0.5106382978723404,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,47,DiffCRISP
Unseen drugs,0.9148936170212766,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,47,DiffCRISP
Unseen drugs,0.5416666666666666,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,48,DiffCRISP
Unseen drugs,0.6551724137931034,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,29,DiffCRISP
Unseen drugs,0.56,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,50,DiffCRISP
Unseen drugs,0.38095238095238093,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v2) B,908,42,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,50,DiffCRISP
Unseen drugs,0.08163265306122448,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,49,DiffCRISP
Unseen drugs,0.061224489795918366,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,49,DiffCRISP
Unseen drugs,0.4222222222222222,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,45,DiffCRISP
Unseen drugs,0.5319148936170213,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,47,DiffCRISP
Unseen drugs,0.8936170212765957,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,47,DiffCRISP
Unseen drugs,0.5625,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,48,DiffCRISP
Unseen drugs,0.6896551724137931,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,29,DiffCRISP
Unseen drugs,0.6,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,50,DiffCRISP
Unseen drugs,0.3333333333333333,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,10x Chromium (v3),960,42,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,50,DiffCRISP
Unseen drugs,0.1836734693877551,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,49,DiffCRISP
Unseen drugs,0.1836734693877551,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,49,DiffCRISP
Unseen drugs,0.4666666666666667,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,45,DiffCRISP
Unseen drugs,0.6170212765957447,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,47,DiffCRISP
Unseen drugs,0.8936170212765957,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,47,DiffCRISP
Unseen drugs,0.5833333333333334,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,48,DiffCRISP
Unseen drugs,0.5517241379310345,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,29,DiffCRISP
Unseen drugs,0.56,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,50,DiffCRISP
Unseen drugs,0.4523809523809524,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,CEL-Seq2,160,42,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,50,DiffCRISP
Unseen drugs,0.08163265306122448,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,49,DiffCRISP
Unseen drugs,0.10204081632653061,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,49,DiffCRISP
Unseen drugs,0.4222222222222222,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,45,DiffCRISP
Unseen drugs,0.5319148936170213,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,47,DiffCRISP
Unseen drugs,0.9148936170212766,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,47,DiffCRISP
Unseen drugs,0.5,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,48,DiffCRISP
Unseen drugs,0.6551724137931034,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,29,DiffCRISP
Unseen drugs,0.64,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,50,DiffCRISP
Unseen drugs,0.38095238095238093,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,Drop-seq,2061,42,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,50,DiffCRISP
Unseen drugs,0.08163265306122448,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,49,DiffCRISP
Unseen drugs,0.061224489795918366,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,49,DiffCRISP
Unseen drugs,0.4222222222222222,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,45,DiffCRISP
Unseen drugs,0.46808510638297873,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,47,DiffCRISP
Unseen drugs,0.851063829787234,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,47,DiffCRISP
Unseen drugs,0.4583333333333333,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,48,DiffCRISP
Unseen drugs,0.5172413793103449,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,29,DiffCRISP
Unseen drugs,0.68,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,50,DiffCRISP
Unseen drugs,0.38095238095238093,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,Seq-Well,566,42,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,50,DiffCRISP
Unseen drugs,0.20408163265306123,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,49,DiffCRISP
Unseen drugs,0.16326530612244897,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,49,DiffCRISP
Unseen drugs,0.5111111111111111,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,45,DiffCRISP
Unseen drugs,0.6382978723404256,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,47,DiffCRISP
Unseen drugs,0.8936170212765957,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,47,DiffCRISP
Unseen drugs,0.5833333333333334,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,48,DiffCRISP
Unseen drugs,0.5517241379310345,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,29,DiffCRISP
Unseen drugs,0.52,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,50,DiffCRISP
Unseen drugs,0.5,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,Smart-seq2,112,42,DiffCRISP
Unseen drugs,0.8,CHIR99021,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,50,DiffCRISP
Unseen drugs,0.04081632653061224,Crizotinib,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,49,DiffCRISP
Unseen drugs,0.061224489795918366,Foretinib,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,49,DiffCRISP
Unseen drugs,0.3111111111111111,Idelalisib,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,45,DiffCRISP
Unseen drugs,0.48936170212765956,Linagliptin,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,47,DiffCRISP
Unseen drugs,0.851063829787234,MLN2238,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,47,DiffCRISP
Unseen drugs,0.4375,Palbociclib,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,48,DiffCRISP
Unseen drugs,0.6206896551724138,Penfluridol,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,29,DiffCRISP
Unseen drugs,0.8,PorcnInhibitorIII,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,50,DiffCRISP
Unseen drugs,0.3333333333333333,R428,0.07092198581560284,T cells CD4+,CD4+ T cell,inDrops,1111,42,DiffCRISP
