direction_acc,drug,dose,cell_type,batch_original,batch_group,n_cells,n_de_genes,method
0.3870967741935484,LDN193189,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,31,CRISP
0.22857142857142856,Linagliptin,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,35,CRISP
0.3448275862068966,ODemethylatedAdapalene,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,29,CRISP
0.475,Palbociclib,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,40,CRISP
0.46875,Penfluridol,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,32,CRISP
0.6585365853658537,PorcnInhibitorIII,0.07092198581560284,NK cells,Smart-seq2,Smart-seq2,50,41,CRISP
0.4897959183673469,Belinostat,0.007092198581560284,NK cells,inDrops,inDrops,147,49,CRISP
0.4358974358974359,CHIR99021,0.07092198581560284,NK cells,inDrops,inDrops,147,39,CRISP
0.2727272727272727,Crizotinib,0.07092198581560284,NK cells,inDrops,inDrops,147,44,CRISP
0.26,Dabrafenib,0.07092198581560284,NK cells,inDrops,inDrops,147,50,CRISP
0.4878048780487805,Dactolisib,0.07092198581560284,NK cells,inDrops,inDrops,147,41,CRISP
0.3181818181818182,Foretinib,0.07092198581560284,NK cells,inDrops,inDrops,147,44,CRISP
0.3055555555555556,Idelalisib,0.07092198581560284,NK cells,inDrops,inDrops,147,36,CRISP
0.3225806451612903,LDN193189,0.07092198581560284,NK cells,inDrops,inDrops,147,31,CRISP
0.22857142857142856,Linagliptin,0.07092198581560284,NK cells,inDrops,inDrops,147,35,CRISP
0.3793103448275862,ODemethylatedAdapalene,0.07092198581560284,NK cells,inDrops,inDrops,147,29,CRISP
0.2,Palbociclib,0.07092198581560284,NK cells,inDrops,inDrops,147,40,CRISP
0.3125,Penfluridol,0.07092198581560284,NK cells,inDrops,inDrops,147,32,CRISP
0.34146341463414637,PorcnInhibitorIII,0.07092198581560284,NK cells,inDrops,inDrops,147,41,CRISP
